VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StorkTrunover,SalestoPurchaseRatio
8673,STE MICHELLE WINE ESTATES,35464,Stags Leap Artemis Cab Svgn,28.44,45.99,750,6878,195610.32,6091,306724.45,151379.35,678.34,15919.7,111114.13,36.22604263,0.885577203,1.568038179
12546,JIM BEAM BRANDS COMPANY,8451,Cruzan Aged Dark Rum,12.59,16.99,1750,15519,195384.21,15472,269353.28,158243.17,28432.46,123880.97,73969.07,27.46172981,0.996971454,1.37858264
2000,SOUTHERN WINE & SPIRITS NE,10058,F Coppola Dmd Ivry Cab Svgn,9.26,13.99,750,21097,195358.22,21018,293349.46,113447.03,2348.27,19016.59,97991.24,33.40426807,0.996255392,1.501597732
4425,MARTIGNETTI COMPANIES,6983,J Lohr Seven Oaks Cab Svgn,8.27,11.99,750,23576,194973.52,25703,408147.97,131706.89,2876.24,144929.24,213174.45,52.22969748,1.090218867,2.093350779
8320,SHAW ROSS INT L IMP LTD,2834,Old Smuggler P E T,12.3,15.99,1750,15744,193651.2,15753,266925.97,133828.01,28945.91,3151.92,73274.77,27.4513454,1.000571646,1.378385313
9815,WINE GROUP INC,6725,Franzia Crisp White Tap,8.44,14.99,5000,22825,192643,22806,312013.94,154616.67,17104.5,27100.41,119370.94,38.25820731,0.999167579,1.619648469
7153,PINE STATE TRADING CO,14393,Ch Montaud Cotes de Prov Rse,6.5,10.99,750,29622,192543,28294,328398.06,88746.93,3169.08,15884.82,135855.06,41.36902027,0.955168456,1.705582961
4425,MARTIGNETTI COMPANIES,3295,Tito's Handmade Vodka,7.93,9.99,375,24207,191961.51,23984,262992.16,137105.7,9421.8,144929.24,71030.65,27.00865684,0.990787789,1.370025481
12546,JIM BEAM BRANDS COMPANY,1396,Old Crow,10.44,15.99,1750,18373,191814.12,18275,272761.25,142786.86,33580.2,123880.97,80947.13,29.67691708,0.994666086,1.422008192
3960,DIAGEO NORTH AMERICA INC,5491,Rumpleminze,1.46,1.99,50,131272,191657.12,130060,258819.4,36721.47,6816.82,257032.07,67162.28,25.94947674,0.990767262,1.35042935
9815,WINE GROUP INC,11828,Cupcake Svgn Bl,3.97,6.99,750,48254,191568.38,47866,361343.84,85489.97,5366.67,27100.41,169775.46,46.98446222,0.991959216,1.886239472
1128,BROWN-FORMAN CORP,1955,Jack Daniels Tennessee Honey,9.62,12.99,375,19908,191514.96,19712,239666.88,128304.5,7740.88,68601.68,48151.92,20.09118657,0.990154712,1.251426416
8004,SAZERAC CO INC,3960,Tortilla Gold Tequila Liquer,9.52,11.99,1750,20108,191428.16,20143,258592.57,106833.89,37013.12,50293.62,67164.41,25.97306257,1.001740601,1.350859612
12546,JIM BEAM BRANDS COMPANY,4199,Sauza Blanco Tequila,16.92,23.99,1750,11313,191415.96,9217,208875.83,130690.44,16938.88,123880.97,17459.87,8.358970973,0.814726421,1.091214285
4425,MARTIGNETTI COMPANIES,35414,Yellow Tail Shiraz Ausl,6.13,9.99,1500,31177,191115.01,31008,301591.72,102776.72,6957.13,144929.24,110476.71,36.63121454,0.994579337,1.578064015
1392,CONSTELLATION BRANDS INC,6650,Simi Chard,7.38,14.99,750,25851,190780.38,26137,341002.63,95289.08,2927.88,79528.99,150222.25,44.05310598,1.011063402,1.787409324
3960,DIAGEO NORTH AMERICA INC,597,Baileys Irish Cream,21.53,27.99,1000,8861,190777.33,8747,244828.53,134128.08,9184.35,257032.07,54051.2,22.0771656,0.987134635,1.283320875
2561,EDRINGTON AMERICAS,2656,Cutty Sark,19.52,24.99,1750,9746,190241.92,9282,238229.18,144569.04,17059.01,9654.5,47987.26,20.14331746,0.952390724,1.252243354
7245,PROXIMO SPIRITS INC.,415,Jose Cuervo Especial,13.04,20.99,1000,14539,189588.56,14561,289524.39,139974,15289.05,38994.78,99935.83,34.5172405,1.001513171,1.527119516
480,BACARDI USA INC,443,St Germain Liqueur,24.45,33.99,750,7748,189438.6,7705,273863.95,171470.85,6070.72,89286.27,84425.35,30.82747839,0.994450181,1.445660758
3664,WILLIAM GRANT & SONS INC,2374,Tullamore Dew,31.24,39.99,1750,6041,188720.84,5118,214992.82,147454.06,9407.61,30234.42,26271.98,12.21993367,0.847210727,1.139210805
3960,DIAGEO NORTH AMERICA INC,2958,Dalwhinnie 15-Yr Single Mal,40.73,54.99,750,4598,187276.54,4161,247565.39,186518.71,3280.23,257032.07,60288.85,24.35269728,0.904958678,1.321924198
660,SAZERAC NORTH AMERICA INC.,4359,Mr Boston Light Rum,7.71,13.49,1750,24276,187167.96,24253,260198.97,99046.77,44562.55,17932.33,73031.01,28.0673709,0.999052562,1.390189699
12546,JIM BEAM BRANDS COMPANY,3706,Pinnacle Citrus Vodka,13.07,16.99,1750,14304,186953.28,13896,233895.04,144497.14,25536.48,123880.97,46941.76,20.06958335,0.97147651,1.251088186
4425,MARTIGNETTI COMPANIES,36771,Yellow Tail Merlot Ausl,5.97,9.99,1500,31192,186216.24,31154,303929.88,101533.08,6990.93,144929.24,117713.64,38.73052561,0.998781739,1.632134125
9815,WINE GROUP INC,27351,Almaden Chard Cal B/B,10.38,17.99,5000,17916,185968.08,17977,299322.23,164743.67,13482.75,27100.41,113354.15,37.87027445,1.003404778,1.609535518
3960,DIAGEO NORTH AMERICA INC,2244,Crown Royal Vanilla,17.9,23.99,750,10379,185784.1,7615,176577.85,85513.21,5996.56,257032.07,-9206.25,-5.213706023,0.733693034,0.950446513
9165,ULTRA BEVERAGE COMPANY LLP,41213,A to Z Pnt Nr Ore,12.07,19.99,750,15385,185696.95,13578,224192.78,90674.87,1516.1,68054.7,38495.83,17.17086072,0.882547936,1.20730459
12546,JIM BEAM BRANDS COMPANY,1476,Jim Beam Traveler,16.05,21.99,1750,11569,185682.45,15044,342245.56,91723.62,27640.28,123880.97,156563.11,45.74584109,1.300371683,1.843176671
3960,DIAGEO NORTH AMERICA INC,381,Baileys Irish Cream w/4 Glss,14.5,21.99,750,12796,185542,12056,241001.44,51471.25,9492.7,257032.07,55459.44,23.01207827,0.942169428,1.298905046
3960,DIAGEO NORTH AMERICA INC,1892,Yukon Jack,0.72,0.99,50,254824,183473.28,253371,250837.29,20741.49,13295.86,257032.07,67364.01,26.8556601,0.994298025,1.367159785
9165,ULTRA BEVERAGE COMPANY LLP,3658,Patron Anejo Tequila,41.9,58.99,750,4345,182055.5,4046,237481.54,177530.78,3190.32,68054.7,55426.04,23.33909406,0.93118527,1.304445842
8004,SAZERAC CO INC,5661,Dr McGillicuddy's Root Beer,10.31,13.99,750,17654,182012.74,17280,240509.2,123683.12,13608.5,50293.62,58496.46,24.32192199,0.978814999,1.321386624
17035,PERNOD RICARD USA,8143,Perrier Jouet Grand Brut,23.02,40.49,750,7892,181673.84,6414,238310.5,116541.87,714.47,123780.22,56636.66,23.76591044,0.812721744,1.311749121
480,BACARDI USA INC,4267,Bacardi Limon Rum,15.62,19.99,1750,11630,181660.6,11043,240837.57,152710.44,20295.09,89286.27,59176.97,24.57132,0.949527085,1.325755667
17035,PERNOD RICARD USA,3724,Absolut Citron,12.31,16.99,750,14749,181560.19,14719,260229.81,155483.15,11593.08,123780.22,78669.62,30.23082559,0.997965964,1.43329774
480,BACARDI USA INC,7345,M & R Asti,6.75,13.99,750,26883,181460.25,26350,290794.5,88993.47,2948.44,89286.27,109334.25,37.59845871,0.980173344,1.60252452
8004,SAZERAC CO INC,2973,Eagle Rare Single Barrel Bo,19.85,29.99,750,9090,180436.5,9002,257336.98,157402.01,7091.94,50293.62,76900.48,29.88318274,0.990319032,1.426191375
2000,SOUTHERN WINE & SPIRITS NE,28147,Kris Pnt Grigio Alto Adige,7.14,10.99,750,25240,180213.6,27949,308789.51,91461.41,3129.23,19016.59,128575.91,41.63869103,1.107329635,1.713463967
3252,E & J GALLO WINERY,27461,Ecco Domani Pnt Grigio Venez,6.12,8.99,750,29316,179413.92,29340,270058.6,77634.79,3286.16,61966.91,90644.68,33.56481889,1.000818666,1.505226573
480,BACARDI USA INC,903,Bombay Sapphire Gin,18.79,24.99,1000,9534,179143.86,9465,251306.35,132815.32,9938.25,89286.27,72162.49,28.71494891,0.992762744,1.402818662
7245,PROXIMO SPIRITS INC.,4174,Kraken Black Spiced Rum,21.59,29.99,1750,8290,178981.1,7883,230394.17,167079.96,14489.63,38994.78,51413.07,22.31526518,0.950904704,1.287254185
7245,PROXIMO SPIRITS INC.,5765,Jose Cuervo Lime Margarita,10.36,13.99,1750,17257,178782.52,17169,251755.31,131401.75,31547.52,38994.78,72972.79,28.98560114,0.99490062,1.408165127
1392,CONSTELLATION BRANDS INC,10723,R M Woodbridge Chard,6.2,8.99,1500,28709,177995.8,28164,283128.36,95926.42,6320.26,79528.99,105132.56,37.13247235,0.981016406,1.590646296
3960,DIAGEO NORTH AMERICA INC,2721,Johnnie Walker Green Label,47.61,59.99,750,3736,177870.96,3172,192003.28,120885.06,2499.49,257032.07,14132.32,7.360457592,0.849036403,1.079452655
3252,E & J GALLO WINERY,46379,Ghost Pine Cab Svgn LMartini,9.39,16.99,750,18883,177311.37,18796,303925.04,120808.86,2099.1,61966.91,126613.67,41.65950591,0.995392681,1.714075302
17035,PERNOD RICARD USA,5356,Kahlua,7.14,9.99,375,24707,176407.98,24532,245074.68,129979.89,9635.58,123780.22,68666.7,28.01868394,0.992916987,1.389249398
8004,SAZERAC CO INC,5111,Dr McGillicuddy's Mentholmnt,0.72,0.99,50,244654,176150.88,241963,239543.37,20941.47,12692.41,50293.62,63392.49,26.46388836,0.989000793,1.35987609
9165,ULTRA BEVERAGE COMPANY LLP,3733,Patron Silver Tequila,83.96,109.99,1750,2095,175896.2,2047,230059.53,179194.08,3763.15,68054.7,54163.33,23.54318032,0.977088305,1.307927801
12546,JIM BEAM BRANDS COMPANY,5096,DeKuyper Peachtree Schnapps,7.99,9.99,750,21940,175300.6,21914,229682.86,117145.29,17256.01,123880.97,54382.26,23.67710851,0.99881495,1.310222897
7245,PROXIMO SPIRITS INC.,3787,Jose Cuervo Especial Silver,11.8,16.99,750,14846,175182.8,14977,248461.23,144531.12,11797.33,38994.78,73278.43,29.49290318,1.008823926,1.418296945
4425,MARTIGNETTI COMPANIES,27735,Bogle Cab Svgn Cal,6.53,9.99,750,26689,174279.17,25329,258987.15,89956.21,2832.71,144929.24,84707.98,32.70740653,0.949042677,1.486047644
3252,E & J GALLO WINERY,38899,L Martini Cab Svgn Sonoma,7.28,12.99,750,23903,174013.84,22045,288466.55,96739.35,2465.79,61966.91,114452.71,39.67625016,0.922269171,1.65772188
3960,DIAGEO NORTH AMERICA INC,3214,Ciroc Mango Vodka,19.99,24.99,750,8702,173952.98,6566,164084.34,29588.16,5170.69,257032.07,-9868.64,-6.014370415,0.754539186,0.943268348
3664,WILLIAM GRANT & SONS INC,3534,Milagro Silver Tequila,18.17,23.99,750,9571,173905.07,9386,244901.14,157791.71,7394.78,30234.42,70996.07,28.98968539,0.980670776,1.40824612
3960,DIAGEO NORTH AMERICA INC,3859,Smirnoff 80 Proof,6.81,8.99,375,25325,172463.25,25669,230764.31,128341.24,10082.11,257032.07,58301.06,25.26433139,1.013583416,1.338049179
1392,CONSTELLATION BRANDS INC,43809,R M Woodbridge Pnt Nr,5.84,8.99,1500,29380,171579.2,28969,289571.31,106258.13,6497.67,79528.99,117992.11,40.74716863,0.986010892,1.687683064
3960,DIAGEO NORTH AMERICA INC,3800,Don Julio Anejo Tequila,42.85,53.99,750,3997,171271.45,3561,196544.39,151993.47,2807.6,257032.07,25272.94,12.85864226,0.890918189,1.147560729
11567,CAMPARI AMERICA,8462,Frangelico Hazelnut Liqueur,15.82,24.99,750,10822,171204.04,10783,247420.17,158696.16,8495.63,20964.81,76216.13,30.80433176,0.99639623,1.44517717
3252,E & J GALLO WINERY,44038,Barefoot Pnt Grigio Cal,5.86,8.79,1500,29195,171082.7,27580,290136.68,110346.21,6185.63,61966.91,119053.98,41.03375692,0.944682309,1.695885557
3252,E & J GALLO WINERY,31487,Barefoot Bubbly Brut Cve,5.29,7.99,750,32180,170232.2,32413,257728.91,69034.91,3632.49,61966.91,87496.71,33.94912507,1.007240522,1.513984487
3924,HEAVEN HILL DISTILLERIES,3967,Deep Eddy Ruby Red,11.76,15.99,750,14442,169837.92,13156,218911.44,116766.29,10361.17,14069.87,49073.52,22.41706509,0.910954161,1.288943247
8673,STE MICHELLE WINE ESTATES,42764,14 Hands Cab Svgn Wash,6.09,8.95,750,27749,168991.41,27708,273570.44,81646.68,3102.19,15919.7,104579.03,38.22745981,0.998522469,1.618842283
480,BACARDI USA INC,4222,Bacardi Gold Rum,7.99,11.99,750,21056,168237.44,20910,229242.9,103863.97,16470.68,89286.27,61005.46,26.61171186,0.993066109,1.362615242
8112,MOET HENNESSY USA INC,4652,Hennessy XO Cognac,118.51,159.99,750,1419,168165.69,1312,218786.88,136471.9,1033.81,48347.26,50621.19,23.13721463,0.924594785,1.301019726
12546,JIM BEAM BRANDS COMPANY,1962,Jim Beam Apple,11.02,16.49,750,15244,167988.88,14289,218340.11,133470.42,11255.61,123880.97,50351.23,23.06091629,0.937352401,1.299729542
3960,DIAGEO NORTH AMERICA INC,3606,Smirnoff Raspberry Vodka,0.74,0.99,50,226085,167302.9,225741,223483.59,21764.16,11842.95,257032.07,56180.69,25.1386198,0.998478448,1.335802248
9165,ULTRA BEVERAGE COMPANY LLP,3329,Seagrams Extra Smooth Vodka,10.84,13.99,1750,15415,167098.6,14875,229023.25,130677.67,27334.06,68054.7,61924.65,27.03858669,0.964969186,1.370587485
3960,DIAGEO NORTH AMERICA INC,4268,Capt Morgan Private Stock,18.25,22.99,750,9154,167060.5,7809,175606.91,123952.98,6154.79,257032.07,8546.41,4.86678457,0.853069696,1.051157575
8004,SAZERAC CO INC,3050,Bowman Vodka,6.51,8.99,1750,25635,166883.85,25479,229056.21,100076.68,46813.57,50293.62,62172.36,27.14283974,0.99391457,1.372548692
3960,DIAGEO NORTH AMERICA INC,8441,Baileys Irish Cream,8.92,12.49,375,18659,166438.28,18491,237351.59,112932.08,7261.95,257032.07,70913.31,29.8769054,0.990996302,1.426063704
9815,WINE GROUP INC,6281,Franzia Sunset Blush Tap,8.96,14.99,5000,18527,166001.92,18500,252407,139195.67,13875,27100.41,86405.08,34.23244205,0.998542667,1.52050651
7239,REMY COINTREAU USA INC,8166,Mount Gay Eclipse,15.14,19.99,750,10955,165858.7,10608,217855.92,135721.96,8357.76,16978.67,51997.22,23.86771037,0.968324966,1.31350312
1392,CONSTELLATION BRANDS INC,10472,Clos du Bois Pnt Nr Cal,6.07,10.99,750,27172,164934.04,25151,232387.49,76927.34,2813.55,79528.99,67453.45,29.02628278,0.925621964,1.408972278
10000,MAJESTIC FINE WINES,6824,Kendall Jackson Pnt Nr Vtnr,10.27,14.99,750,16050,164833.5,14579,216815.21,87208.37,1627.47,17587.59,51981.71,23.97512149,0.90834891,1.315358892
3960,DIAGEO NORTH AMERICA INC,3790,Don Julio Blanco Tequila,35.65,45.99,750,4620,164703,4328,204226.72,145890.1,3411.1,257032.07,39523.72,19.35286431,0.936796537,1.239969642
3960,DIAGEO NORTH AMERICA INC,8513,Baileys Irish Cream Mini's 4,6.56,10.99,100,25088,164577.28,25083,245204.17,93729.44,2612.46,257032.07,80626.89,32.88153297,0.999800702,1.48990292
7245,PROXIMO SPIRITS INC.,5587,Jose Cuervo Golden Margarita,13.17,17.99,1750,12475,164295.75,12660,236196.4,135313.82,23264.4,38994.78,71900.65,30.44104398,1.014829659,1.437629397
3089,SIDNEY FRANK IMPORTING CO,5447,Jagermeister Liqueur,7.63,9.99,375,21515,164159.45,20979,209580.21,124305.57,8235.91,8549.55,45420.76,21.67225617,0.975087149,1.276686843
17035,PERNOD RICARD USA,3389,Seagrams Extra Dry Gin,12.49,15.99,1750,13108,163718.92,12456,211627.44,121801.31,22890.73,123780.22,47908.52,22.63814182,0.950259384,1.292626655
8664,"STOLI GROUP,(USA) LLC",3938,Stolichnaya,12.49,16.99,750,13051,163006.99,12960,233926.4,146065.51,10209.52,18544.49,70919.41,30.31697577,0.993027354,1.435069748
3960,DIAGEO NORTH AMERICA INC,5292,Rumpleminze,13.13,17.99,750,12309,161617.17,11069,213373.31,133932.83,8720.35,257032.07,51756.14,24.25614525,0.899260704,1.320239118
3960,DIAGEO NORTH AMERICA INC,2436,Crown Royal,11.99,14.99,375,13383,160462.17,13272,198947.28,131852.04,5205.85,257032.07,38485.11,19.34437606,0.991705896,1.239839147
10000,MAJESTIC FINE WINES,15105,Kendall Jackson Avant Chard,6.86,10.99,750,23343,160132.98,22874,248151.38,80910.54,2558.91,17587.59,88018.4,35.46963954,0.979908324,1.549658165
12546,JIM BEAM BRANDS COMPANY,8023,DeKuyper Triple Sec,3.28,4.99,750,48771,159968.88,49019,230817.31,70205.89,38591.29,123880.97,70848.43,30.69459132,1.005084989,1.442888829
9552,M S WALKER INC,4380,Ron Virgin Heavy Bodied Rum,10.84,13.99,1750,14723,159597.32,14183,201244.17,50930.14,26060.5,55551.82,41646.85,20.69468646,0.963322692,1.260949557
9206,PHILLIPS PRODUCTS CO.,3529,U V Vodka,10.14,13.99,1750,15726,159461.64,15907,230982.93,119012.83,29228.97,2211.83,71521.29,30.96388551,1.011509602,1.448517211
1392,CONSTELLATION BRANDS INC,40098,Black Box Merlot Cal,10.38,16.99,3000,15341,159239.58,15262,281227.38,152418.34,6867.9,79528.99,121987.8,43.37692866,0.994850401,1.766064568
3960,DIAGEO NORTH AMERICA INC,8517,Baileys Salted Caramel,13.86,19.99,750,11470,158974.2,11292,231267.08,130592.6,8894.85,257032.07,72292.88,31.25947714,0.984481255,1.45474599
1392,CONSTELLATION BRANDS INC,22143,Simi Cab Svgn,10.52,18.99,750,15105,158904.6,15511,262676.49,95799.39,1734.17,79528.99,103771.89,39.50558727,1.026878517,1.653045223
3960,DIAGEO NORTH AMERICA INC,2886,Buchanans Deluxe 12Yr Scotch,49.2,61.99,1750,3227,158768.4,2897,179095.03,61907.97,5323.39,257032.07,20326.63,11.34963377,0.897737837,1.128026925
12546,JIM BEAM BRANDS COMPANY,1378,Jim Beam,7.08,9.49,375,22305,157919.4,22033,209093.17,130031.98,8648.84,123880.97,51173.77,24.4741471,0.987805425,1.324049927
1590,DIAGEO CHATEAU ESTATE WINES,32907,Sterling Vintners Cltn Chard,5.37,7.95,750,29287,157271.19,29629,258456.59,76528.09,3318.07,7259.75,101185.4,39.14986265,1.011677536,1.643381664
3252,E & J GALLO WINERY,20357,Apothic Dark,5.19,12.99,750,30261,157054.59,27926,243756.84,79842.22,3124.79,61966.91,86702.25,35.56915572,0.922837976,1.552051678
8352,LUXCO INC,8670,Arrow Coffee Brandy,7.85,11.49,1750,19983,156866.55,20008,255130.42,107797.55,36761.95,10261.6,98263.87,38.51515237,1.001251063,1.626416977
12546,JIM BEAM BRANDS COMPANY,4296,Ronrico Silver Rum,9.29,12.99,1750,16857,156601.53,16774,217813.26,118964.37,30822.64,123880.97,61211.73,28.10284828,0.995076229,1.390875683
12546,JIM BEAM BRANDS COMPANY,1379,Jim Beam Traveler,11.41,14.49,750,13678,156065.98,13479,208508.21,146441.95,10620.06,123880.97,52442.23,25.15115832,0.985451089,1.336026019
8673,STE MICHELLE WINE ESTATES,8264,Ch Ste Michelle Rsl,5.37,8.99,750,28983,155638.71,28366,259038.34,87170.96,3173.67,15919.7,103399.63,39.91672816,0.978711659,1.664356766
1485,CASTLE BRANDS CORP.,5505,Pallini Limoncello Liqueur,14.5,18.99,750,10714,155353,10432,198103.68,111927.06,8217.35,8497.59,42750.68,21.57995248,0.973679298,1.275184129
9819,TREASURY WINE ESTATES,6688,Ch St Jean Chard California,5.81,9.99,750,26716,155219.96,26194,251277.02,71275.81,2933.45,14836.57,96057.06,38.22755459,0.980461147,1.618844767
3960,DIAGEO NORTH AMERICA INC,2570,Johnnie Walker Gold Rsv,57.14,79.99,750,2715,155135.1,2119,172043.81,105826.99,1669.96,257032.07,16908.71,9.82814203,0.780478821,1.108993452
1273,CALEDONIA SPIRITS INC,2580,Barr Hill Gin,29.36,36.99,750,5272,154785.92,4946,174154.54,111934.22,3896.74,1319.77,19368.62,11.12151311,0.938163885,1.125131666
3960,DIAGEO NORTH AMERICA INC,4662,Capt Morgan White PET,15.38,19.99,1750,10062,154753.56,11033,220629.67,127921.03,20275.41,257032.07,65876.11,29.85822804,1.09650169,1.425683971
660,SAZERAC NORTH AMERICA INC.,4181,Calypso Spiced Rum,9.37,11.99,1750,16514,154736.18,16430,189110.7,105768.26,30190.64,17932.33,34374.52,18.17693023,0.994913407,1.222149209
17035,PERNOD RICARD USA,3422,Beefeater,15.99,19.99,750,9667,154575.33,9500,191335,132768.17,7486.88,123780.22,36759.67,19.21220373,0.982724734,1.237810717
7245,PROXIMO SPIRITS INC.,8474,1800 Reposado Gold Tequila,24.62,41.99,1750,6259,154096.58,6154,230884.46,159372.07,11311.36,38994.78,76787.88,33.25814132,0.983224157,1.498310086
8664,"STOLI GROUP,(USA) LLC",3656,Stolichnaya Vanil,19.99,24.99,1750,7706,154042.94,7894,200189.06,130497.6,14508.34,18544.49,46146.12,23.05126963,1.024396574,1.299566601
12546,JIM BEAM BRANDS COMPANY,8296,Knob Creek Smoked Maple,21.7,31.99,750,7084,153722.8,6212,185815.88,137442.07,4896.31,123880.97,32093.08,17.27144096,0.876905703,1.208772414
12546,JIM BEAM BRANDS COMPANY,1382,Makers 46,28.56,39.99,750,5382,153709.92,5196,212185.04,156002.94,4095.61,123880.97,58475.12,27.55854984,0.965440357,1.380425154
9165,ULTRA BEVERAGE COMPANY LLP,966,Patron Citronge Orange Liqu,16.15,20.99,750,9393,151696.95,9887,210796.13,129169.48,7789.5,68054.7,59099.18,28.03617884,1.052592356,1.389587134
4425,MARTIGNETTI COMPANIES,33582,Villa Cornaro Prosecco Del,6.46,9.95,750,23406,151202.76,23538,258911.62,81723.83,2633.98,144929.24,107708.86,41.60062804,1.00563958,1.712347182
2000,SOUTHERN WINE & SPIRITS NE,31915,F Coppola Diamond Chard,8.27,12.99,750,18270,151092.9,18011,209370.09,76727.4,2013.22,19016.59,58277.19,27.83453453,0.985823755,1.385704358
653,STATE WINE & SPIRITS,20533,Bread & Butter Chard,8.55,12.99,750,17649,150898.95,17025,221166.75,82990.12,1902.41,8014.98,70267.8,31.77141229,0.964643889,1.465661292
4425,MARTIGNETTI COMPANIES,44547,Silver Oak Cab Svgn Alex Vly,45.15,74.99,750,3342,150891.3,3179,229163.53,124354.01,353.56,144929.24,78272.23,34.15562241,0.95122681,1.518732558
4425,MARTIGNETTI COMPANIES,16794,Freakshow Cab Svgn,10.94,18.99,750,13771,150654.74,13606,254650.63,112155.36,1517.58,144929.24,103995.89,40.83865412,0.988018299,1.690292851
17035,PERNOD RICARD USA,3364,Absolut Ruby Red,17.85,24.99,1750,8432,150511.2,8353,209811.47,136089.83,15352.49,123780.22,59300.27,28.26359779,0.99063093,1.393992407
12546,JIM BEAM BRANDS COMPANY,8562,DeKuyper Peachtree Trav,11.44,16.99,1750,13156,150504.64,13026,205463.74,122148.88,23937.67,123880.97,54959.1,26.74880736,0.990118577,1.365165486
3252,E & J GALLO WINERY,40337,Da Vinci Chianti Tuscany,6.57,9.99,750,22889,150380.73,21970,216780.8,82389.07,2454.16,61966.91,66400.07,30.63005119,0.959849709,1.4415464
3252,E & J GALLO WINERY,20863,W Hill Est Chard N Coast,8.84,12.99,750,16999,150271.16,14829,176611.99,63165.36,1658,61966.91,26340.83,14.91451968,0.872345432,1.175288658
9819,TREASURY WINE ESTATES,18893,19 Crimes Red,6.89,9.99,750,21791,150139.99,20530,195851.1,74879.72,2293.58,14836.57,45711.11,23.33972594,0.942132073,1.304456594
3960,DIAGEO NORTH AMERICA INC,3366,Tanqueray Rangpur Gin,24.45,35.99,1750,6132,149927.4,6009,211241.91,136489.25,11045.01,257032.07,61314.51,29.02573168,0.979941292,1.408961337
3960,DIAGEO NORTH AMERICA INC,3761,Ciroc Apple Vodka,34.28,47.99,1750,4369,149769.32,4305,211730.95,70585.75,7910.78,257032.07,61961.63,29.26432343,0.985351339,1.41371377
11567,CAMPARI AMERICA,8085,Wild Turkey,25.59,35.99,1750,5823,149010.57,4555,150722.45,110263.73,8373.74,20964.81,1711.88,1.135783024,0.78224283,1.011488313
3960,DIAGEO NORTH AMERICA INC,3704,Ciroc Pineapple Vodka,18.37,24.99,750,8104,148870.48,8401,212825.99,99854.86,6618.39,257032.07,63955.51,30.05061083,1.036648569,1.42960505
1485,CASTLE BRANDS CORP.,4224,Goslings Black Seal Rum 80,11.44,14.99,750,13009,148822.96,13082,212285.18,122716.6,10304.54,8497.59,63462.22,29.89479529,1.0056115,1.426427616
3960,DIAGEO NORTH AMERICA INC,3835,Smirnoff Raspberry Vodka,8.2,10.99,750,18129,148657.8,17843,213796.57,121701.02,14053.52,257032.07,65138.77,30.46764034,0.984224171,1.438179295
9815,WINE GROUP INC,14701,Cupcake Red Velvet,4.57,6.99,750,32481,148438.17,30834,232214.66,74383.95,3450.06,27100.41,83776.49,36.07717532,0.949293433,1.564386438
4425,MARTIGNETTI COMPANIES,13661,Duckhorn Decoy Pnt Nr,11.61,21.99,750,12778,148352.58,12362,228007.94,89305.99,1380.69,144929.24,79655.36,34.9353448,0.967444044,1.536932758
17035,PERNOD RICARD USA,8102,Absolut Mandrin,18.65,24.99,1750,7901,147353.65,7916,198849.84,128946.68,14549.76,123780.22,51496.19,25.8970236,1.001898494,1.349473461
9552,M S WALKER INC,3637,Zhenka Vodka Plastic,3.89,5.29,750,37837,147185.93,37594,198872.26,86814.19,29594.8,55551.82,51686.33,25.9897132,0.993577715,1.351163525
3960,DIAGEO NORTH AMERICA INC,4798,Sambuca Romana Liqueur,1.54,1.99,50,95268,146712.72,94369,187794.31,36488.64,4937.66,257032.07,41081.59,21.87584384,0.990563463,1.280013826
3960,DIAGEO NORTH AMERICA INC,3827,Popov Vodka,9.28,12.99,1750,15804,146661.12,15759,204709.41,91852.29,28956.34,257032.07,58048.29,28.35643462,0.99715262,1.395798764
12546,JIM BEAM BRANDS COMPANY,1468,Knob Creek Single Barrel Rsv,31.49,44.99,750,4646,146302.54,4288,182518.12,132379.87,3380.64,123880.97,36215.58,19.84218334,0.922944468,1.24753897
11567,CAMPARI AMERICA,3818,Cabo Wabo Blanco Tequila,21.73,29.99,750,6730,146242.9,6641,212452.59,151740.66,5233.26,20964.81,66209.69,31.16445415,0.986775632,1.452737808
7239,REMY COINTREAU USA INC,5233,Cointreau Liqueur,14.5,18.99,375,10071,146029.5,9825,198561.75,133100.21,3853.21,16978.67,52532.25,26.45637944,0.975573429,1.359737245
3960,DIAGEO NORTH AMERICA INC,5392,Goldschlager Cinnamon Schnps,13.63,17.99,750,10559,143919.17,10511,202824.89,128395.75,8280.88,257032.07,58905.72,29.04264856,0.995454115,1.409297247
1392,CONSTELLATION BRANDS INC,24455,Franciscan Cab Svgn Napa,11.71,20.99,750,12258,143541.18,11732,235731.91,95856,1309.99,79528.99,92190.73,39.10829467,0.957089248,1.642259803
12546,JIM BEAM BRANDS COMPANY,3158,Pinnacle Tropical Punch,12.77,16.99,1750,11226,143356.02,11058,185931.42,126555.73,20322.8,123880.97,42575.4,22.89844288,0.985034741,1.296990667
3960,DIAGEO NORTH AMERICA INC,5847,Godiva Chocolate Liqueur,17.31,23.99,750,8251,142824.81,8181,188616.19,122957.08,6446.02,257032.07,45791.38,24.27754479,0.99151618,1.320612224
